Borrower_ID,Lender_final_count,LenderID_ordered_by_lending,Lender_Geo_Location,Lender_HomeTown
421654,185,blackte,33.6713981628418 -117.791000366211,"Irvine, CA, United States"
421654,185,drewomn,42.0273017883301 -88.0798034667969,"Schaumburg, IL, United States"
421654,185,ann683,44.0287017822266 -92.6483001708984,"Byron, MN, United States"
421654,185,syzyg,37.5485992431641 -121.987998962402,"Fremont, CA, United States"
421654,185,parthiban894,37.0901985168457 -95.7128982543945,", , United States"
421654,185,claus969,43.0967495 -71.4650684,"Hooksett, New Hampshire, United States"
421654,185,craig620,41.8795013427734 -87.6242980957031,"Chicago, IL, United States"
421654,185,doug821,40.2971000671387 -111.694999694824,"Orem, Utah, United States"
421654,185,patricia585,58.3637008666992 -134.572006225586,"Juneau, Alaska, United States"
421654,185,brett133,37.3165016174316 -121.874000549316,"San Jose, CA, United States"
421654,185,jacob942,59.9137992858887 10.7386999130249,"Oslo, , Norway"
421654,185,nitin995,,", , "
421654,185,sue986,42.2417653 -71.166164,"Dedham, Massachusetts, United States"
421654,185,kim1521423,37.0901985168457 -95.7128982543945,", , United States"
421654,185,frank558,52.5234985351562 13.4114999771118,"Berlin, , Germany"
421654,185,ilya177,28.355899810791 -82.6985015869141,"Hudson, FL, United States"
421654,185,mishcondereya612,51.5001983642578 -0.126236006617546,"London, London, United Kingdom"
421654,185,ralph824,33.1284047 -107.2528069,"T or C, NM, United States"
421654,185,markandconnie949,47.5130996704102 -95.0029983520508,"Wilton,, MN, United States"
421654,185,kenneth181,,", , "
421654,185,thomas911,42.4771003723145 -83.2609024047852,"Southfield, MI, United States"
421654,185,3tod,39.5858806 -85.8635919,"Fairland, Indiana, United States"
421654,185,andy759,,", , "
421654,185,kamos201,40.0730018615723 -74.7242965698242,", NJ, United States"
421654,185,fundsforthefutur,39.8998985290527 -74.9891967773438,"Cherry Hill, NJ, United States"
421654,185,diana550,37.9412994384766 -121.93399810791,"Clayton, CA, United States"
421654,185,mra,30.2173004150391 -92.0190963745117,"Lafayette, LA, United States"
421654,185,john236,36.0740013122559 -94.1544036865234,"Fayetteville, AR, United States"
421654,185,nathaniel577,40.7143528 -74.0059731,"to say, NY, United States"
421654,185,jessegros,37.7751998901367 -122.418998718262,"San Francisco, CA, United States"
421654,185,alice595,21.4057998657227 -157.789001464844,"Kaneohe, HI, United States"
421654,185,robert667,35.5415000915527 -91.9672012329102,"Tumbling Shoals, AR, United States"
421654,185,susan5690917,40.3452987670898 -79.8432998657227,"McKeesport, PA, United States"
421654,185,fatima828,40.7560005187988 -73.9869003295898,"New York, New York, United States"
421654,185,eric862,41.2915000915527 -87.4144973754883,"Lowell, IN, United States"
421654,185,lisa768,44.2617988586426 -88.4173965454102,"Appleton, WI, United States"
421654,185,severin,59.9137992858887 10.7386999130249,"Oslo, , Norway"
421654,185,maria7458839,37.2691993713379 -119.306999206543,", California, United States"
421654,185,michikoandangelo463,,", , "
421654,185,jerry732,21.2919998168945 -157.822006225586,"Honolulu, HI, United States"
421654,185,bennett543,42.2140998840332 -71.2254028320312,"Westwood, MA, United States"
421654,185,mark607,38.9276008605957 -94.6860961914062,"Overland Park, Kansas, United States"
421654,185,barbara186,40.7560005187988 -73.9869003295898,"New York,, NY, United States"
421654,185,nancy3496724,39.7495994567871 -105.216003417969,"Golden, CO, United States"
421654,185,elenor291,40.7453002929688 -73.9057998657227,"Woodside, NY, United States"
421654,185,roberto134,47.6209983825684 -122.34700012207,"Seattle, WA, United States"
421654,185,omnidan,40.0105018615723 -105.277000427246,"Boulder, CO, United States"
421654,185,sherry673,48.1464996337891 -116.178001403809,"Clark Fork, ID, United States"
421654,185,gerhard954,37.7751998901367 -122.418998718262,"San Francisco, CA, United States"
421654,185,sid380,,", , "
421654,185,anita546,33.6036987304688 -117.273002624512,"Wildomar, CA, United States"
421654,185,robertlitzk,40.7142691 -74.0059729,"NYC, New York, United States"
421654,185,jimandmaggi,47.244499206543 -122.443000793457,"Tacoma, WA, United States"
421654,185,jimandjoanne497,,", , "
421654,185,mary425,35.0612983703613 -89.6866989135742,"Collierville, TN, United States"
421654,185,joshua968,39.1026992797852 -94.6261978149414,"Kansas City, KS, United States"
421654,185,kanan793,37.4005012512207 -122.072998046875,"mountain view, CA, United States"
421654,185,jason610,42.3754005432129 -71.1184997558594,"Cambridge, MA, United States"
421654,185,liliana695,,", , "
421654,185,davidandlinda741,38.8273010253906 -77.0878982543945,"Alexandria, VA, United States"
421654,185,sapientsag,,", , "
421654,185,daveandjan901,35.8212013244629 -90.6822967529297,"Jonesboro, AR, United States"
421654,185,bruce378,37.2691993713379 -119.306999206543,", California, United States"
421654,185,delano966,44.6740989685059 -93.2525024414062,"Lakeville, MN, United States"
421654,185,tracy353,34.7397994995117 -82.0373001098633,"Woodruff, South Carolina, United States"
421654,185,athena460,,", , "
421654,185,arulprasa,1.28940999507904 103.849998474121,"Singapore, Singapore, Singapore"
421654,185,kyle230,33.2015991210938 -117.24299621582,"Vista, CA, United States"
421654,185,eric125,39.5961990356445 -105.00700378418,"Littleton, CO, United States"
421654,185,nina507,37.0901985168457 -95.7128982543945,", , United States"
421654,185,amy615,29.9934997558594 -90.1776962280273,"Metairie, LA, United States"
421654,185,roderick701,51.2765998840332 0.110798001289368,"Brasted, Kent, United Kingdom"
421654,185,chris732,,", , "
421654,185,jeff953,33.9654998779297 -118.152000427246,"Bell Gardens, CA, United States"
421654,185,meredith938,37.7751998901367 -122.418998718262,"San Francisco, CA, United States"
421654,185,menumani,-36.8474006652832 174.766006469727,"Auckland, , New Zealand"
421654,185,carol604,43.6859016418457 -79.7599029541016,"Brampton, Ontario, Canada"
421654,185,sara111,40.6752014160156 -73.9710006713867,"brooklyn, NY, United States"
421654,185,giandomenicodemartin,45.3319785 7.7231702,"rivarolo canavese, Torino, Italy"
421654,185,chip120,40.673698425293 -89.543701171875,"East Peoria, IL, United States"
421654,185,lindsayandbrad733,51.0536994934082 -114.061996459961,"Calgary, Alberta, Canada"
421654,185,charles838,37.9823989868164 -122.569000244141,"San Anselmo, California, United States"
421654,185,mark931,37.0901985168457 -95.7128982543945,", , United States"
421654,185,dave274,41.2597999572754 -95.9422988891602,"Omaha, NE, United States"
421654,185,karen126,,", , "
421654,185,james588,47.6209983825684 -122.34700012207,"Seattle, WA, United States"
421654,185,judy587,33.6646995544434 -118.013000488281,"huntington beach, CA, United States"
421654,185,richard6357992,,", , "
421654,185,alicia118,34.2658996582031 -119.258003234863,"Ventura, CA, United States"
421654,185,grzegorz827,51.9193992614746 19.1450996398926,", , Poland"
421654,185,debra918,47.8212013244629 -122.315002441406,"Lynnwood, WA, United States"
421654,185,ellen8959488,,", , "
421654,185,john378,33.5820007324219 -111.900001525879,"Scottsdale, AZ, United States"
421654,185,hrostosk,40.7560005187988 -73.9869003295898,"New York, NY, United States"
421654,185,eddie155,21.2919998168945 -157.822006225586,"Honolulu, Hawaii, United States"
421654,185,doug818,37.3165016174316 -121.874000549316,"san jose, CA, United States"
421654,185,thenugentfamily588,34.0688018798828 -84.2720031738281,"Alpharetta, GA, United States"
421654,185,iekeliene490,52.1325988769531 5.29126977920532,", , Netherlands"
421654,185,adrianp,26.1594009399414 -80.1381988525391,"WILTON MANORS, FL, United States"
421654,185,fergus312,,", , "
421654,185,dorothy932,,", , "
421654,185,leslie937,37.4272994995117 -122.262001037598,"Woodside, CA, United States"
421654,185,elizabeth880,21.4057998657227 -157.789001464844,"Kaneohe, HI, United States"
421654,185,nathan534,,", , "
421654,185,markus261,47.72779 12.878293,"Bad Reichenhall, Bavaria, Germany"
421654,185,dangst,-33.8670997619629 151.207000732422,"Sydney, NSW, Australia"
421654,185,brian407,48.4210014343262 -122.313003540039,"Mount Vernon, WA, United States"
421654,185,peter365,51.5368995666504 0.69352000951767,"westcliff on sea, Essex, United Kingdom"
421654,185,ross706,,", , "
421654,185,eivor974,38.5736999511719 -121.486999511719,"Sacramento, CA, United States"
421654,185,chris5674586,37.7762985229492 -122.277000427246,"alameda, CA, United States"
421654,185,zach775,40.7560005187988 -73.9869003295898,"New York, NY, United States"
421654,185,don231,37.9044990539551 -122.541999816895,"Mill Valley, CA, United States"
421654,185,elena434,26.2017993927002 -98.2212982177734,"McAllen, TX, United States"
421654,185,cameron681,,", , "
421654,185,renzog830,40.7560005187988 -73.9869003295898,"New York, NY, United States"
421654,185,jun790,37.7636985778809 -121.955001831055,"San Ramon, CA, United States"
421654,185,mikeduran,39.9622001647949 -83.0007019042969,"Columbus, OH, United States"
421654,185,tkkid,34.0522003173828 -118.24299621582,"Los Angeles, CA, United States"
421654,185,TopperDE,49.422568 10.958209,"Oberasbach, Bavaria, Germany"
421654,185,gary278,33.7899017333984 -118.152000427246,"Long Beach, CA, United States"
421654,185,michael7331644,,", , "
421654,185,ferdi308,37.9478988647461 -122.078002929688,"Pleasant Hill, CA, United States"
421654,185,erik564,33.4150009155273 -111.822998046875,"Mesa, AZ, United States"
421654,185,brian9839599,-24.867985 152.478521,"Innes Park, Queensland, Australia"
421654,185,erik328,35.5816993713379 -82.55419921875,"Asheville, NC, United States"
421654,185,dcarrer,39.3669013977051 -3.35499000549316,"herencia, Ciudad Real, Spain"
421654,185,ittikorn269,13.7522222 100.4938889,"Bangkok, Krung Thep, Thailand"
421654,185,dani125,45.3567008972168 -122.841003417969,"Sherwood, OR, United States"
421654,185,dan830,38.3473014831543 -122.692001342773,"Rohnert Park, CA, United States"
421654,185,jon505,,", , "
421654,185,miha730,46.051399230957 14.5059995651245,"Ljubljana, , Slovenia"
421654,185,madeline994,,", , "
421654,185,michael768,51.5001983642578 -0.126236006617546,"London, London, United Kingdom"
421654,185,larryandhelen855,-33.9480018615723 149.529998779297,"Burraga, NSW, Australia"
421654,185,warren398,,", , "
421654,185,heike250,,", , "
421654,185,ogdr,34.0522003173828 -118.24299621582,"Los Angeles, CA, United States"
421830,34,joe938,45.4942838 -122.8670454,"Aloha, OR, United States"
421830,34,christopher517,37.3165016174316 -121.874000549316,"San Jose, California, United States"
421830,34,laura676,43.6260986328125 -84.2274017333984,"Midland, MI, United States"
421830,34,ray151,39.7027015686035 -75.1119995117188,"Glassboro, NJ, United States"
421830,34,maurizio234,37.0901985168457 -95.7128982543945,", , United States"
421830,34,david3857311,30.3262004852295 -81.6578979492188,"Jacksonville, FL, United States"
421830,34,caroline514,-37.7046012878418 145.102996826172,"Greensborough, Victoria, Australia"
421830,34,trolltech446,59.9137992858887 10.7386999130249,"Oslo, , Norway"
421830,34,brinkma,42.4828221 -83.4183823,"Farmington Hills, Michigan, United States"
421830,34,alexa200,,", , "
421830,34,yip,37.7751998901367 -122.418998718262,"San Francisco, CA, United States"
421830,34,tor814,59.9137992858887 10.7386999130249,"Oslo, , Norway"
421830,34,michael1234,51.165699005127 10.4514999389648,", , Germany"
421830,34,dennis,41.5474014282227 -72.6509017944336,"Middletown, CT, United States"
421830,34,damian724,55.9190544 -3.2961449,"Edinburgh, Eh11 4JQ, Poland"
421830,34,daniel110,38.8773002624512 -77.4087982177734,"Chantilly, VA, United States"
421830,34,roland298,48.3537292480469 11.7863292694092,"Erding, Muenchen, Germany"
421830,34,davidavi,50.9407005310059 6.95990991592407,"Cologne, , Germany"
421830,34,chris228,35.4930992126465 -97.459098815918,"Oklahoma City, OK, United States"
421830,34,gmc,51.4552993774414 -2.59190011024475,"Bristol, , United Kingdom"
421830,34,ruth337,51.572726 -4.000499,"Mumbles, Swansea, Wales, United Kingdom"
421830,34,jonathan278,51.0536994934082 -114.061996459961,"Calgary, Alberta, Canada"
421830,34,paul424,52.043937 4.9508202,"Montfoort, , Netherlands"
421830,34,provison812,52.0913009643555 5.12274980545044,"Utrecht, , Netherlands"
421830,34,tom756,43.6072998046875 -71.6579971313477,"New Hampton, NH, United States"
421830,34,mats232,60.2054791 24.6558839,"Esbo, Finland, Finland"
421830,34,samir738,29.7600002288818 -95.3625030517578,"Houston, TX, United States"
421830,34,janandjoh,51.045113 -114.057141,"http:\\\/\\\/kivafriends.org, Calgary, Canada, "
421830,34,josephandjenn,60.6308217 6.415132,"Voss, , Norway"
421830,34,elle674,-33.4652738 151.4339404,"Avoca Beach, NSW, Australia"
421830,34,iphonebutike,56.6634447 16.356779,"Kalmar, Sm\\u00e5land, Sweden"
421830,34,lucinda360,-27.4675998687744 153.02799987793,"Brisbane, Queensland, Australia"
421830,34,ferdinand227,37.2691993713379 -119.306999206543,", CA, United States"
421830,34,ali149,29.8015995025635 -95.817497253418,"Katy, TX, United States"
422414,134,lynn102,46.5060005187988 -94.2974014282227,"Nisswa, MN, United States"
422414,134,chipinforchang,34.1684989929199 -118.606002807617,"Woodland Hills, CA, United States"
422414,134,benlisa865,42.9705009460449 -85.6686019897461,"Grand Rapids, MI, United States"
422414,134,bob473,32.781078 -96.797111,"Dallas, , United States"
422414,134,k222,42.8936004638672 -70.8732986450195,"Seabrook, NH, United States"
422414,134,ashley670,42.812198638916 -85.7229995727539,"Byron Center, MI, United States"
422414,134,kylecalvincampbel,42.9633599 -85.6680863,"Grand Rapids, Michigan, United States"
422414,134,nate607,36.778261 -119.4179324,"Rohnert Park, Northern California, United States"
422414,134,nancy731,35.5174913 -86.5804473,"http:\\\/\\\/KivaFriends.org, TN, United States"
422414,134,shirley190,29.7600002288818 -95.3625030517578,"Houston, Texas, United States"
422414,134,loreen338,42.2974014282227 -85.2285995483398,"BATTLE CREEK, MI, United States"
422414,134,jayandriazac,41.2597999572754 -95.9422988891602,"Omaha, NE, United States"
422414,134,roozbeh504,30.6158008575439 -96.3483963012695,"College Station, TX, United States"
422414,134,bento,-19.7061004638672 145.774002075195,", Queensland, , Australia"
422414,134,judy349,40.2293014526367 -74.9366989135742,"Newtown, PA, United States"
422414,134,marian298,-37.8143005371094 144.962997436523,"Melbourne, , Australia"
422414,134,dianne454,,", , "
422414,134,gmc,51.4552993774414 -2.59190011024475,"Bristol, , United Kingdom"
422414,134,judith400,45.1081008911133 -93.4662017822266,"Maple Grove, MN, United States"
422414,134,baron5,32.2277984619141 -110.944000244141,"Tucson, Arizona, United States"
422414,134,ruth337,51.572726 -4.000499,"Mumbles, Swansea, Wales, United Kingdom"
422414,134,vernon422,51.5001983642578 -0.126236006617546,"London, London, United Kingdom"
422414,134,gavinjorda,51.5001983642578 -0.126236006617546,"London, , United Kingdom"
422414,134,su,48.0185012817383 9.49796009063721,"Bad Saulgau, , Germany"
422414,134,susan1778560,44.0456008911133 -123.100997924805,"Eugene, Oregon, United States"
422414,134,barrie732,44.3893013000488 -79.6901016235352,"Barrie, Ontario, Canada"
422414,134,andrew841,-40.1742888 175.3853684,"Bulls, , New Zealand"
422414,134,robert7941498,,", , "
422414,134,peter450,49.0594596862793 12.0054807662964,"Pettendorf, , Germany"
422414,134,Y342,33.7545013427734 -84.3897018432617,"Atlanta, Georgia, United States"
422414,134,trolltech446,59.9137992858887 10.7386999130249,"Oslo, , Norway"
422414,134,rebecca349,42.4486999511719 -71.2297973632812,"lexington, MA, United States"
422414,134,denise869,42.0553016662598 -87.7856979370117,"Golf, IL, United States"
422414,134,nolan335,32.5141983032227 -93.747802734375,"Shreveport, Louisiana, United States"
422414,134,pascal416,46.8181991577148 8.22751045227051,", , Switzerland"
422414,134,berline,52.5234985351562 13.4114999771118,"Berlin, , Germany"
422414,134,ronald874,45.2629013061523 -93.3262023925781,"Andover, Minnesota, United States"
422414,134,lauren990,,", , "
422414,134,tom555,42.0373001098633 -71.6835021972656,", Massachusetts, United States"
422414,134,bret867,34.0979995727539 -118.327003479004,"Hollywood, California, United States"
422414,134,laurence535,43.5806999206543 7.1208701133728,"Antibes, , France"
422414,134,oddbjorn238,58.6654647 5.6378693,"4365  NARBO, , Norway"
422414,134,tim432,40.6752014160156 -73.9710006713867,"Brooklyn, NY, United States"
422414,134,lena997,-16.49901 -68.146248,"Ciudad del Amor , Tierra de la Paz, "
422414,134,howard416,43.7226982116699 7.11327981948853,"Vence, , France"
422414,134,shree805,37.7141454 -122.25,"LOTUS Team, Bay Area, CA, United States"
422414,134,highgrovechurc,51.489238 -2.648932,"Sea Mills, Bristol, United Kingdom"
422414,134,chris1278661,38.646991 -90.224967,"St Louis, Missouri, United States"
422414,134,annica521,57.5771863 12.0954118,"Lindome, Gothenburg, Sweden"
422414,134,lars514,37.0901985168457 -95.7128982543945,", , United States"
422414,134,rodne,38.8921012878418 -77.0241012573242,"Washington, DC, United States"
422414,134,robert613,32.7187995910645 -117.164001464844,"San Diego, CA, United States"
422414,134,dwlgb243,47.1624984741211 19.5032997131348,", , Hungary"
422414,134,zetaupsilonbap463,29.7600002288818 -95.3625030517578,"Houston, TX, United States"
422414,134,nancy951,45.5453987121582 -73.6390991210938,"Montreal, Quebec, Canada"
422414,134,sabina583,61.9240989685059 25.7481994628906,", , Finland"
422414,134,nayana894,,", , "
422414,134,colin648,44.6461982727051 -63.573600769043,"Halifax, Nova Scotia, Canada"
422414,134,jennifer468,38.2919006347656 -122.458000183105,"Sonoma, California, United States"
422414,134,nelson773,43.7033996582031 7.26620006561279,"Nice, , France"
422414,134,amir721,30.2686996459961 -97.7452011108398,"Austin, TX, United States"
422414,134,jan442,48.9739084 14.4750235,"Ceske Budejovice, CZ, Czech Republic"
422414,134,ryan719,46.6021995544434 -120.505996704102,"yakima, WA, United States"
422414,134,heather2436318,,", , "
422414,134,duncan441,51.4213981628418 -0.207594007253647,"Wimbledon, London, United Kingdom"
422414,134,memeluk,35.8184013366699 -84.0593032836914,"Louisville, TN, United States"
422414,134,ki369,37.0901985168457 -95.7128982543945,", , United States"
422414,134,monaandrandy900,30.3031005859375 -90.972297668457,"Prairieville, LA, United States"
422414,134,korbi612,48.1390991210938 11.5802001953125,"Munich, , Germany"
422414,134,martin840,51.165699005127 10.4514999389648,", , Germany"
422414,134,abdullah102,45.5453987121582 -73.6390991210938,"Montreal, QC, Canada"
422414,134,francesco628,45.4636993408203 9.18813037872314,"Milan, , Italy"
422414,134,wei,38.048900604248 -84.4998016357422,"Lexington, Kentucky, United States"
422414,134,pimenhannie177,52.1325988769531 5.29126977920532,", , Netherlands"
422414,134,fran306,,", , "
422414,134,larry624,,", , "
422414,134,michael489,28.5531997680664 -81.3644027709961,"orlando, FL, United States"
422414,134,carolien962,52.0913009643555 5.12274980545044,"utrecht, , Netherlands"
422414,134,stella512,36.9112443 -80.3200502,"Floyd, Virginia, United States"
422414,134,wongacom339,51.5001983642578 -0.126236006617546,"London, London, United Kingdom"
422414,134,roberta374,37.9309005737305 -122.346000671387,"richmond, CA, United States"
422414,134,jeffkelly968,41.0769004821777 -85.1340026855469,"Fort Wayne, Indiana, United States"
422414,134,etienne269,,", , "
422414,134,aiellogianluc,45.5540008544922 9.22424983978271,"Cinisello Balsamo, Milano, Italy"
422414,134,ing,,"K\\u00f6ln, , Germany"
422414,134,lauraann526,37.7751998901367 -122.418998718262,"San Francisco, CA, United States"
422414,134,gilberto204,43.2792015075684 11.2277002334595,"Sovicille, Siena, Italy"
422414,134,jane497,30.6480007171631 -81.4548034667969,"Fernandina Beach, FL, United States"
422414,134,fabian195,,", , "
422414,134,kjellrun211,47.5605413 -52.7128315,"St. John\\, Newfoundland, Canada"
422414,134,paolo171,45.0705986022949 7.68670988082886,"torino, Torino, Italy"
422414,134,jeff430,,", , "
422414,134,jimandpenny150,43.4497985839844 -80.4890975952148,"Kitchener, Ontario, Canada"
422414,134,robertbarne,51.654899597168 -0.398202985525131,"Watford, Herts, United Kingdom"
422414,134,william461,41.2022018432617 -73.7261962890625,"Mt Kisco, NY, United States"
422414,134,sean696,42.3875968 -71.0994968,"Somerville, MA, United States"
422414,134,tonzijlstr,52.2207984924316 6.89113998413086,"Enschede, , Netherlands"
422414,134,han737,52.3795013427734 4.63772010803223,"Haarlem, , Netherlands"
422414,134,michael694,,", , "
422414,134,craig217,49.8955993652344 -97.138298034668,"Winnipeg, Manitoba, Canada"
422414,134,maryk918,42.265998840332 -89.0867004394531,"Rockford, IL, United States"
422414,134,hagai203,31.6608333 34.6830556,"Negba, Israel, Israel"
422414,134,lee651,40.7560005187988 -73.9869003295898,"new york, NY, United States"
422414,134,yuyum,40.7560005187988 -73.9869003295898,"New York, NY, United States"
422414,134,kenandsherri171,40.7560005187988 -73.9869003295898,"New York, NY, United States"
422414,134,richard308,42.4486999511719 -71.2297973632812,"Lexington, MA, United States"
422414,134,leonard824,43.6702003479004 -79.3868026733398,"Toronto, Ontario, Canada"
422414,134,larry523,49.6366004943848 -114.498001098633,"Coleman, Alberta, Canada"
422414,134,percy307,43.6702003479004 -79.3868026733398,"Toronto, Ontario, Canada"
422414,134,debra475,-35.2820014953613 149.128997802734,"Canberra, , Australia"
422414,134,lacey108,39.0474014282227 -95.6815032958984,"Topeka, KS, United States"
422414,134,josephmthoma,38.8921012878418 -77.0241012573242,"Washington, D.C., United States"
422414,134,maryanandbill566,39.6330986022949 -75.659797668457,"Bear, DE, United States"
422414,134,luisa802,51.165699005127 10.4514999389648,", , Germany"
422414,134,megan588,38.9753903 -76.2893991,"Chester, Maryland, United States"
422414,134,jason326,-37.8143005371094 144.962997436523,"Melbourne, Victoria, Australia"
422414,134,kevin987,42.7246017456055 -70.9917984008789,"Georgetown, MA, United States"
422414,134,maia669,46.4418983459473 -93.3612976074219,", Minnesota, United States"
422414,134,markandlibertad764,28.5963001251221 -81.3410034179688,"Winter Park, FL, United States"
422414,134,hayden902,45.5238990783691 -122.669998168945,"Portland, OR, United States"
422414,134,ankur370,42.0787010192871 -87.8164978027344,"Glenview, IL, United States"
422414,134,judy710,,", , "
422414,134,dave325,40.4803009033203 -106.827003479004,"Steamboat Springs, CO, United States"
422414,134,jill386,,", , "
422414,134,mary836,43.8712997436523 -79.4372024536133,"Richmond Hill, Ontario, Canada"
422414,134,stephan367,49.9950981140137 8.26743030548096,"Mainz, Rheinland-Pfalz, Germany"
422414,134,hamed355,59.3328018188477 18.0645008087158,"Stockholm, , Sweden"
422414,134,ilona870,37.0901985168457 -95.7128982543945,", , United States"
422414,134,mary382,42.2318000793457 -88.3335037231445,"Crystal Lake, IL, United States"
422414,134,jason813,,", , "
422414,134,martin403,39.2657012939453 -76.7417984008789,"Catonsville, MD, United States"
422414,134,yoni318,,"KIRYAT-UNO, ISRAEL, Israel"
422414,134,alair208,41.7866667 -73.6813889,"Washington, NY, United States"
422414,134,patrick336,41.1179008483887 -77.6046981811523,", Pennsylvania, United States"
422427,9,deborah5,37.0901985168457 -95.7128982543945,", , United States"
422427,9,jean530,39.6967010498047 -104.809997558594,"Aurora, Colorado, United States"
422427,9,jesse443,,", , "
422427,9,stafford669,,", , "
422427,9,sandra905,40.7560005187988 -73.9869003295898,"New York, NY, United States"
422427,9,gary949,33.1236000061035 -117.328002929688,"Carlsbad, CA, United States"
422427,9,joan500,39.0275001525879 -77.0765991210938,"Kensington, MD, United States"
422427,9,fiona121,-33.8311004638672 151.220993041992,"Neutral Bay, New South Wales, Australia"
422427,9,mariko923,21.2919998168945 -157.822006225586,"Honolulu, HI, United States"
419567,7,karol,47.530101776123 -122.037002563477,"issaquah, WA, United States"
419567,7,stephen284,40.3432857 -111.7207608,"Lindon, Utah, "
419567,7,don611,34.9247016906738 -80.7435989379883,"Waxhaw, NC, United States"
419567,7,shree805,37.7141454 -122.25,"LOTUS Team, Bay Area, CA, United States"
419567,7,david2238349,30.1618003845215 -95.508903503418,"The Woodlands, TX, United States"
419567,7,james146,40.64472 -80.223609,"Baden, PA, United States"
419567,7,margaret129,42.0442008972168 -71.9306030273438,"dudley, MA, United States"
423579,170,idalina876,41.6870994567871 -72.7313995361328,"Newington, CT, United States"
423579,170,gooddogg,39.7484118 -104.9982557,"Front Porch , , "
423579,170,bonnieandsteve722,42.9205842 -83.0449347,"Almont, Michigan, United States"
423579,170,debby900,40.3652000427246 -82.6694030761719,", Ohio, United States"
423579,170,eloi290,45.4235000610352 -75.6978988647461,"Ottawa, Ontario, Canada"
423579,170,dukedelae,34.1997985839844 -118.869003295898,"Thousand Oaks, CA, United States"
423579,170,david768,37.3165016174316 -121.874000549316,"San Jose, CA, United States"
423579,170,justin482,,", , "
423579,170,daniel486,59.358699798584 18.0018005371094,"solna, stockholm, Sweden"
423579,170,TerreCie,47.441213 -70.505376,"Baie-Saint-Paul, Quebec, Canada"
423579,170,kuna,40.7560005187988 -73.9869003295898,"New York, New York, United States"
423579,170,susan4036415,27.8502778 -82.1747222,"Lithia, Fl, United States"
423579,170,brettandwendy160,-38.1836013793945 146.287994384766,"NEWBOROUGH, Victoria, Australia"
423579,170,szucheng256,,"\\u5e03\\u65bd\\u611b\\u8a9e, \\u5229\\u884c\\u540c\\u4e8b, Taiwan"
423579,170,hoskins593,45.6402015686035 -122.670997619629,"Vancouver, WA, United States"
423579,170,todd998,34.0522003173828 -118.24299621582,"Los Angeles, CA, United States"
423579,170,robfit,53.3227996826172 -6.27235984802246,"Dublin, Leinster, Ireland"
423579,170,russ612,34.0077018737793 -84.1466979980469,"Duluth, GA, United States"
423579,170,elizabeth477,25.774299621582 -80.190299987793,"Miami, FL, United States"
423579,170,tuija747,,", , "
423579,170,jotorkel918,59.9137992858887 10.7386999130249,"Oslo, , Norway"
423579,170,andrea215,,", , "
423579,170,roz559,29.1068992614746 -81.0184020996094,"Port Orange, FL, United States"
423579,170,silvia545,51.5001983642578 -0.126236006617546,"London, London, United Kingdom"
423579,170,roy407,33.5820007324219 -111.900001525879,"Scottsdale, AZ, United States"
423579,170,daniel864,34.0522003173828 -118.24299621582,"los angeles, CA, United States"
423579,170,bob473,32.781078 -96.797111,"Dallas, , United States"
423579,170,jutta227,50.9406645 6.9599115,"Region of Cologne, , Germany"
423579,170,erhanalta,36.2330017089844 -115.241996765137,"Las Vegas, NV, United States"
423579,170,minigadget,52.1325988769531 5.29126977920532,", , Netherlands"
423579,170,harold599,38.8835983276367 -94.8181991577148,"Olathe, KS, United States"
423579,170,suimin199,51.5001983642578 -0.126236006617546,"London, , United Kingdom"
423579,170,leena,60.2943000793457 25.0403003692627,"Vantaa, , Finland"
423579,170,kenny744,34.1403007507324 -118.03800201416,"Arcadia, CA, United States"
423579,170,markjeremy938,51.5001983642578 -0.126236006617546,"London, , United Kingdom"
423579,170,catherine118,,", , "
423579,170,henry763,35.1912002563477 -97.4412994384766,"Norman, OK, United States"
423579,170,janandjoh,51.045113 -114.057141,"http:\\\/\\\/kivafriends.org, Calgary, Canada, "
423579,170,erlendur986,,", , "
423579,170,chase729,39.0474014282227 -95.6815032958984,"Topeka, kansas, United States"
423579,170,david871,43.645375 -96.728464,"Renner, SD, United States"
423579,170,ron340,52.0704978 4.3006999,"Den Haag, , Netherlands"
423579,170,douglas372,30.6643009185791 -97.9222030639648,"Liberty Hill, TX, United States"
423579,170,guy525,48.8567008972168 2.35099005699158,"Paris, , France"
423579,170,dixonscreek776,,", , "
423579,170,susan907,44.2139015197754 -70.5457000732422,"Norway, ME, United States"
423579,170,groupedextor955,45.4080009460449 -73.4968032836914,"La Prairie, Quebec, Canada"
423579,170,shivshreya789,45.5453987121582 -73.6390991210938,"Montreal, Quebec, Canada"
423579,170,kelly209,,", , "
423579,170,ingerogted112,59.1258010864258 11.3893995285034,"Halden, , Norway"
423579,170,rayelene652,51.0764281 -114.090292,"Calgary, Ab.     T2K 1L7, Canada"
423579,170,douglas319,48.777099609375 9.18070983886719,"Stuttgart, , Germany"
423579,170,paul424,52.043937 4.9508202,"Montfoort, , Netherlands"
423579,170,eric597,35.79154 -78.7811169,"Cary, NC, United States"
423579,170,ann511,39.7430000305176 -75.5384979248047,"Wilmington, DE, United States"
423579,170,andrew2077415,40.6752014160156 -73.9710006713867,"Brooklyn, New York, United States"
423579,170,cheapassfoo,40.6752014160156 -73.9710006713867,"Brooklyn, NY, United States"
